Text,Sentiment
spw ooking for 50% retracement of move from 8 to todays high 13.66,decrease
spw i love these bankrupt solar companies on momo pumps fs ts csiq,decrease
acx today's p reads very positive.would like to see the stock back at highs by month-end. more results coming. xv bbh,increase
wt -time to break out of the inverse h&s... target 50,increase
che (home healthcare svs) at new all-time highs on heave volume  ,increase
user: goog stop loss in 803.79 after beating 805.00,increase
bac will go to 12 imho,decrease
goog stop loss in 804.41 after beating 805.50,increase
just picked up a couple ma13 pts on odp good idea? ol.,decrease
bac vol. fall on eod.. possibly  small sell-off !,decrease
bac out of my short for  should go around 12.00 to consolidate.,decrease
qco  is this running up into the close? wonder if that is a positive indicator. i still have not bought enough. please come down a little.,increase
"ed weekly triangle on sonc,.....scaling p  ",increase
qco new hod nice - holding overnight to 34,increase
"ed weekly triangle on dvax,...open ong at 2.95  ",increase
two straight dojis for cm at 175 - a big level.,decrease
"tsco nice setup here, maybe sideways a few more days then a close above 105 to seal the deal.",increase
gae closed right on the money at 2.00 - should see 2.20 tomorrow,increase
"user so, what that mean? for dvax",increase
"ed monthly triangle on csn,.....scaling p  ",increase
"user of osv: fundamentally, it is extremely cheap by being priced for zero growth. coming from someone who doesn't like aap/products",increase
adm #food #archer daniels midland #breakout!  ,increase
"ed weekly triangle on fnfg,......scaling p  ",increase
sma nice,increase
#ed obin gb boing!  ,increase
en fuego! fmx eww #mexico! #international ko  ,increase
gevo uptrending from double bottom; 50 dma crossing 200 dma. asc t/ = 20 dma. stop under 2.25  ,increase
market notes video  - today's news buys included  infi nts bmn anad sgi dc   aep,increase
znga looks good long here w a stop 3.09.. still long some but mostly sold [not adding],increase
"trade idea buy ggs  4.60 , target 5.47, cut below 4.20  ",increase
nov national oilwell varco: excellent opportunity to invest in ndervalued company  ,increase
afterhours most advanced: ntsp mbs sina mdx ope sta ctt aia beav dmd zb pi gdot awi,increase
goog  i only use google. heck i use google for everything. i don't own the stock but i am still bullish on it.,increase
i believe there is a sort of manipulation going on with the xt when you compare the price moves against the underlying holdings like wmt,decrease
for the past 10 years  has booked an avg return: 6.6% from jan to mar option expiration. posting positive returns for 8 of past 10 years,increase
for the past 10 years  has posted a best return: 21% worst return: -8% during the jan to mar option expiration time frame,increase
for the past 10 years vfc has booked an avg return: 7.3% from jan to mar option expiration. posting positive returns 10/10 years (100%),increase
both gi and  have increased in price for 8 of the past 10 years in the jan to mar option expiration time frame.,increase
vfc has increased in price for 10 of the past 10 years (100% of the time) from jan to mar option expiration:  ,increase
the dip last week to 15.55  might have been an amazing opportunity for investors to buy ovti  ,increase
msft closed above its 200ema.short-term uptrend is intact and signals further bullishness  ,increase
gd abx nem dzz ay  - deutsche bank: today is an important day for investors in gold  ,decrease
odp and omx two failing companies joining to fail as one!,decrease
"qco screener- over 500k vol-over 2% divy-peg under 1-positive inst. trans-25% growth q/q-short interest over 20%, there's only one qco",increase
user  ife is good?;),decrease
user ebay is on the radar for a move out of this new range above 52.26  ,increase
pre-market osers: hn gmn bhp bb soda gd io ago a gdx,decrease
neog has positive fundamental trends & a push through 48 of a cup&handle. pside mid-50+  ,increase
"spw pauses, scty continues its run, up > 20% in 1 month:  ",increase
short cat,decrease
odp it's on!,increase
isg this technology is still in its infancy...the demand is there.  hospitals/surgeons want it.  will only get better over time imo.,increase
gae 2.11+ selling from daytrade & swing trades played from 1.85 to break 2.00 - it sure did thanks gae,increase
vxy zb_f reversal - #fed distributing cash to banks gs jpm ms bac,decrease
fund trxfr will be good to go by tomorrow - will be joining dvax bulls by adding more calls,increase
nsph our software initiated a purchase at 2.03/share.  we are looking for a quick 7-8% #swingtrade on this #stock.  ,increase
aap apple vix up today.   ,increase
"cm 30 min o - ema just below. short thx user - no position yet,  ",decrease
jva moving up nicely,increase
hum below 72.6 was strong can get all the way back to 71 and 70.,decrease
"green daily triangle on mh,....open sell short at 3.93  ",decrease
gmx penny again soon ?,decrease
mon how quickly investors forget the massive beat in earnings reported in jan. and the big uptick in 2013 guidance. short minded. spy xb,increase
aon eaches new 52-week high. ong if beats 59.13. stop loss 58.79  ,increase
swi still down small but put in context this still looks good  ,increase
spy triggered at 10:30 am sorry _ got tied up with aap   ,decrease
"ocn down small from entry, low volume decline into support  ",increase
bac ally will resume after fed minutes digested imho.,increase
"goog notice volume still coming in on up days, looks solid  ",increase
"ctgx more like u/c than a winner but nice recovery, uptrend intact.  ",increase
htz reasonably tight consolidation so far of last weeks advance  ,increase
aee who says utilities are boring  ,increase
bac based on tech analysis we have reach bottom for today. so it should rise up for the rest of the day (minus reaction for fed minutes),increase
"en take your profits and run. nice run up,but it's over. wal-mart sales down so who's got money for a new house. se",decrease
aon stop oss in 58.96 after beating 59.30,increase
ast week was interesting because tiny amount of good news and huge pop on aap everybody wants it when it takes off,increase
wen ho hum lots of love today. ca,increase
"ed weekly triangle on fnfg,...net profit  21,240.00 (2.71%)  ",decrease
vxy #fed pomos flowing from zb_f to gs jpm ms bac - free cash to squeeze derivatives to pop markets to 1546 es_f target,decrease
vxy buy spw 15.75 target near term solars new squeeze zone. vxy to 0.,decrease
valentine & winthorpe are gonna pick up some dvax starting tomorrow,increase
"green weekly triangle on  fnfg,....open sell short at 8.22  ",decrease
"green weekly triangle on fnfg,....open sell short at 8.22",decrease
"green weekly triangle on fnfg,....open sell short at 8.22  ",decrease
dnkn  i love dunkin donuts right here!,increase
nvda not working so far still holding though.,increase
goog glass is coool  ,increase
wen in 5.65,increase
gs conviction buy stocks with the most pside: aap  ,increase
glade i'm fully hedged and then some with mcp 7 puts for this friday. i think i'll just settle and be done with this trade,decrease
aap 5 min - w/ o overlaid   ,decrease
user reporting that nvda tegra 4i should have a solid gp and that the integrated modem should be perform well by launch. great!,increase
"but user thinks the name t4i is a red flag. not sure how that'd impact value proposition. given source, sounds net bullish nvda",increase
spw ...almost time for my daily short,decrease
bot ec at 2.65,increase
"(given general negative bias when it comes to nvda, one has to read between the lines with user )",increase
ec looks poised to breakout these next few days as attention appears to be returning to the sector  ,increase
bac small did on fomc minutes... now we will resume to close green imo !,increase
aap 15 min - i'm in otus position trying to emulate user,decrease
ec breakout imminent.   ,increase
user - cm thx for the party invite. along for the ride.,decrease
phi our software auto sold this one so we are cutting our losses on this one at -5% on the trade.  ,decrease
eading stocks continue to breakdown even though major indexes one day off multi year highs. to exp soda kos y kbh ad oas fb,decrease
odp has dropped below 4 on high vol. #fallingknife,decrease
"ed daily triangle on heo,.....  pdating ong and short position  ",increase
aap and cm - if you're following the strategy you should take some profits b4 close.  ,decrease
trouble for homebuilders in recent data...  xhb to phm dhi,decrease
cox short looking good but we'll see after the bell.,decrease
i wonder what metric elon musk will try to get analysts to focus on as it matures and grows as a public company ...#notacarcompany tsla,increase
"cs - you can say whatever you like about the 6mo, but thats a 9mo long head-n-shldrs folks on 1yr  ",decrease
"damn near impossible to get me cs for anything but a scalp long-side til we see 21.50, at least-18 possible.",decrease
wmt expect that miss from late last week to materialize tomorrow morning... ong 67.50 puts ,decrease
user meanwhile our ma9s are decaying... swhc,increase
"pay barron's blog: verifone plunges 25%: warns fyq1, q2 to miss by a mile - disclosure short pay",decrease
"aap short setup: a catalyst could counter (whoa, remember aap catalysts?) but 425 tgt, 435 resis  ",decrease
wmt dj wal-mart de mexico 4q earnings slightly below expectations ,decrease
"wmt added some more calls today, might be good , gapped down before earnings the last 2 times, then rose over the next two weeks",increase
"so glad i sold pay around 31,i was tempted to buy back in, now won't touch it till all dusts settle,it's in norman's land",decrease
aap (65mims) bear flags at work (i watch the volume to confirm those)  ,decrease
video- ice short part ii.   ,decrease
that's all folks cf #cliffs natural #h&s says much lower #beep beep!  ,decrease
" spy, es, define risk always, keep sizes proportionate, risk only what u can afford to lose..  ",decrease
jack gb bk burger stocks are on fire wen needs to catch up.declining employment means rising burger index.,increase
nvda zte to ship some of the first tegra 4 phones by mid-2013  ,increase
the #sec should launch an #investigation into #citron this company eleased inaccurate information on ddd they only short sell to profit,increase
pay verifone price target lowered to 15 from 27 at deutsche bank - 1 of 4 massive downgrades - disclosure: short pay,decrease
wmt i'm still short....,decrease
wmt how can you not look at these numbers and not see business slowing!,decrease
hsni has missed the expectations: 4q2012 eps diluted is 1 vs 1.04 consensus vs 1.06 whisper,decrease
wmt if i had enough cash on hand i'd be shorting this right about now,decrease
ibm to double investment in mobile. analysis of ibm:  & broader mobile movement:  ,increase
"psti in a consolidation mode, close to triangle breakout & bollinger bands volatility squeeze   ",increase
yesterday's earnings from cnk suggest a 25 handle before 30  ,decrease
cat gap fill area approaching. will be filled in next few days.   ,decrease
estimates to move lower for safm after eps and a trend line break likely today with support at 47  ,decrease
"wmt boom:feb sales started slower than planned,due . . .to delay in income tax refunds, bill simon,ceo wmt.s #it'swosethanyothink ",decrease
"gdx gc_f gd ngt squeeze jpm and the comex shorts - been getting away with murder, tx",increase
"ibm trading below the box (also50ema.. if the bottom of the box resistance holds, further downside.  ",decrease
ec looks like another day of heavy volume/accumulation. could get interesting.,increase
"ed daily triangle on heo,....cover short position,...net profit  76,560.00 (7.46%)  ",increase
aap 30 min - have to walk away. all out.   ,increase
call me crazy but i am buying aap here 0_o,increase
i also bought bac and vod. i am catching knives here.,increase
"fio no onger a high flier, but is the ong-term story intact?  ",increase
cbmx long 4.90 -4.95 play thru 5.00 again,increase
user: cbmx long 4.90 -4.95 play thru 5.00 again - selling half 5.20 raise stop on rest,increase
ea nice move (long),increase
swhc added more march 9's and 10's here.   i'm done.,increase
dvax buy'em,increase
wmt opening range 30 min. jpm comments negative. no position  ,decrease
user: f foot ocker increases quarterly dividend 11% to 0.20 per share. ong if beats 34.86. stop loss 34.64,increase
"bac when she loses the 50 day, the whole market goes imo...",decrease
"is it just me, or does that look like a double top on hd?",decrease
athx macd cross down,decrease
cs - to those that doubted me; today is you're official break/trigger of h&s pattern - lower prices coming up.,decrease
dvax valentine & winthorpe buying more here,increase
"ed weekly triangle on sd,....pdating  ",increase
aap 200? user could buy it w/ his v with 137 cash in the bank!  give me some of her  kool-aide #mediawhore,increase
fos short working great up 4 since posting yesterday!,decrease
swy option bears buy puts betting 500k on over 10% down move  ,decrease
fos took 40% of short off here,decrease
"green monthly triangle on isis,....scaling down  ",decrease
cbmx that is unbelievable!!!!!!!  but i am happy with my sell i am not good at calling the exact top,increase
out of fos short for now as it tests its 50dma awesome trade up 4 2 days,decrease
"qco is one of my favorite value stocks. zero debt, great margins, low p/e and peg, and soaring income. i am long!",increase
"green weekly & monthly triangle on hban,....pdating  ",decrease
pk watching for a decent spot to get in,increase
ec big picture.bullish b/o of a symmetrical triangle confirmed on expanding volume.buying dips  ,increase
bac thank you to the greedy guy who bought my shares  11.99 yesterday when it hit my stop. i'm sure they're now an investor.,decrease
"ed weekly triangle on sho,....pdating  ",increase
"bac breaking down, spy is next!",decrease
"faz about to explode, get eady, bac just broke under the 50 day!",decrease
mbs nice action above the breakout  ,increase
just in case u haven't watching jcp closely. look for the volume spike.  ,increase
"ed weekly triangle on dvax,....scaling p  ",increase
"v just look at visa, what a champ, textbook bounce at support and now outperforming again  ",increase
mhk > i meant to say td buy setup nderway?,decrease
gmc another one that's holding up well in this selloff  ,increase
"green weekly triangle on fnfg,....scaling down  ",decrease
odp is hanging on for dear life...,decrease
kkd let put in a cup and handle before earnings,increase
"user igreed aap einhorn should hold weekly conferences, would help this stock! looks like he helped the whole mkt >it work nsdq is p",increase
aap tips for tc.. the other tim did it tmi raises div buys back stock  ,increase
bac 11.52 small resistance...,increase
hpq user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests t,decrease
our software stopped us out of nsph today for a 5% loss on the trade.  still hanging on tight with ha -  ,decrease
pcyc volume is everything! posted video with sound   ,increase
"green weekly triangle on cytx,....net profit  31,761.00 (11.09%)  ",increase
hpq bought a few march 19 lotto calls before the close... just in case!,increase
ops misstype ! user better to buyback bac  12.62-65 on high volume imo,increase
ties into user 's #fashology theme... goog + warby parker.  ,increase
user: bac what's the play short term ?>> will depend on economic data + stresstest -  ong term?>> 13-14.00,increase
wen need to take out 5.60 for next leg up. adx macd +ve  ,increase
aap we can have the itoilet for all i care just get the stock back to 480.,increase
mcd bear flag on daily.. needs to hold below 94-93...,decrease
"trade idea buy goog  795, target 980, cut below 740  ",increase
xco is a gift no matter how its looked at oversold undervalued imo prices of ng correlated with possible correction : vxx,increase
ddd ssys xone and nice entry to dip toe into cimt 9 beat the street in everyway much potential  : ngt fcx co nice entry imo : vxx,increase
user amzn holding above the 50dma in a diamond pattern. ooks good for higher prices...imo  ,increase
bac fed's bullard: fed policy to stay 'easy' for 'ong time'  ,increase
by of the day pay ...market over react yesterday!  with a 5.2 forward p/e it's just a gift!,increase
pre-market winners: hpq apo aig cog etfc fas gdi edc ts cog aig onxx tna db,increase
pre-market osers: nfx ax anf vxx isg o jwn,decrease
shorts wg stk snss npsp mm ndc hao,decrease
znga was approved for nevada gambling license which will help drive revenue,increase
aap after yesterdays prediction of 200/share i was thinking maybe a split or finally they will double the dividend?,increase
looking for jcp to finish ystdy's move into 22.50....#shortterm,increase
user why is bac struggling to get up and moving today? > imo we fill the gap & go p after !,increase
"jcp  the next bby (imm) gmc, nfx?  action would certainly indicate such.   ",increase
"green weekly & monthly triangle on isis,....net profit  75,852.90 (4.93%)  ",increase
dvax rocket time hold on  long 2.99,increase
adding to short on wynn,decrease
"green weekly & monthly triangle on isis,....net profit  75,852.90 (4.93%)   ",increase
save again edges up; our analysis + a look at budget carriers:  yaay,increase
"ed daily triangle on depo,....open ong and short at 6.66  ",decrease
"pay is on the run, short covering in action, now waiting for small down to enter...i'm always late!",increase
"pk still in swing shares, still at least 17milion shares feeling pain and still short",increase
"goog reminds me so much of aap in sept  bouncing around the all time high.. no new products on the horizon, time to sell, buy back later",decrease
sfy - attempting a short stroke breakout or forming a 3 week tight pattern. study  ,increase
"ed daily triangle on cytx,....open ong and short at 3.38  ",increase
md a steady gainer since mid january. one of our alternative bakken picks. north dakota piece here:  cp iet,increase
goog is now doomed user is calling it coo! se se se,decrease
"user: bulls are trying to keep this market in the green, but you can tell its a struggle. nasdaq now up just 8 pts. aap fading",decrease
wbmd trade for move thru 20.00 long scaling here 19.75 - 19.80,increase
cf the trend is over. time to step aside and wait for the next one.  ,decrease
"eon in 2.78, stop 2.74",increase
nfx failure today  182.50-183 doesn't bode well for next week. top of my list to short mon. w/ close below 180,decrease
"green daily triangle on mnk,....net profit  9,587.50 (5.32%)  ",increase
watching gs closely on today's trend-line. has been leading spy up and down.,decrease
"ed daily triangle on heo,.....pdating  ",increase
"out of an, wbmd, and box, i like box as having the best chance of a continued run-up tomorrow",increase
aap over 451 could start an ankle grabbing session 0_o,increase
v and ma fyi: when they tagged the 50d's yesterday they also touched off multi-year trendlines. good a spot as any to be long (holding).,increase
obligatory monthly post of ma's 2010 uptrend. february 2013 update: still going.  ,increase
v price sitting just above 2011trendline as we speak.  ,increase
user i follow up closely my scaling plan and i am in every level without any dough csn,increase
i'm heavily betting into syx for monday's earnings.   ,increase
 this is so bullish for znga [online gambling legalize in nev],increase
ec pulling back to its rising 50sma on low volume. golden cross on daily. should react here   ,increase
aap 450 is going to be hard with all the open interest for this week exp.,increase
user: goog is rolling over and aap is rolling up...rotation time. always bothered that goog does 10x less vol? fast exit,decrease
ev buying on this pullback of this strong stock; entry 39.74 stop 38.02,increase
"goog no traction,no vol,  3rd day lower, last option day of the month... flush?",decrease
user:glass potential to make everyone a spy or a creep goog ~ appeals to hipsters & pervs & if voice cmd is as bad as siri oh-no,decrease
nfx doesn't anyone else find it delightfully amusing their hit series is titled house of cards?,decrease
emember when microsoft was one of the world's most valuable companies and the gov't conspired to take them down? apple knows now too. aap,decrease
short wynn. i still think we've seen at least a short term top.,decrease
ta nice move since shorting at 88.60  will carry overnight.,decrease
gpn groupon bear bets on over 20% down move by march 1st buying 5k puts  ,decrease
"ip sneaky breakout seconds to go before close, waited all day for this one",increase
chk consistently pushing above the 20.00 mark & the 50 day now arching up nicely above the 200  ,increase
some #insurance stocks at all time highs! aon as tv wb weeeeee spx spy  ,increase
ana & amn bounced off same double bottom - may see test back to 9.00 now on ana once into the 8.75+ range,increase
cbmx - history repeated another hge day - now look at bgmd and tek they have same exact pattern - cbmx float 1mill - tek 2.4,increase
dvax witnessed a record number of call and put contracts during the busy trading session.,increase
opk broke out from its sideways consolidation with a 5% rally and a close over resistance at 7.  ,increase
idcc breakout on either side on closing basis may give good direction. 50sma acting as support  ,increase
yhoo sitting just under highs. it will interesting to see if it can break 21.5 next week   ,increase
nfx if it breaks down below 178.23 w volume it may retreat to support at 160. short-term bearish  ,decrease
"zcs got an alert this morning, bid  0.89, ask is 1.46",increase
hpq awesome breakout. buy on dips  ,increase
"ntsp was the big winner in the #13for2013 this week, up 25% due to buy-out.  ",increase
"dnkn digesting gains with selling pressure, pullback to the 50-d ma would be healthy #13for2013  ",increase
"ft - the stock is extended, take some profits & look for new base to form #13for2013  ",increase
"nkd well above the moving averages, look for som eprofit taking & new base formation #13for2013  ",increase
"ssys currently at 200-d ma, look for min 8 week base to form (would be healthy) #13for2013  ",increase
s from the action last week looks like s and cw may be heating up again for big run #3,increase
"short list monday, azk cenx  dakt emk  io mvg qty snss stk tas vocs",decrease
"dakt short 9.88 / 100sma break, ideal flat/trendless/red spy, will trade relative weakness  ",decrease
eading stocks analysis updated  failing breakouts & high vol 50dma breaks confirm correction. aap fb ddd es_f,decrease
ctic looking to scale back into a long monday hoping for sub 1.30 stock,increase
daa nice double bottom formed scale buy here 1.00 bullish,increase
"cbk long 6.22, wants back top of range 6.60's ?, hammer off 50sma & 01/31 low, light vol inside day  ",increase
chk ove this consolidation after the big move up.strong support at 20.watch out for a move over 21  ,increase
xx - cheap name but ready to clear this bull flag if volume continues.   ,increase
nke bull penant?  ,increase
end added to our list of best stock picks - trade alerts will be sent to members.  ,increase
ice is added to our best stock picks as a short trade. we took profits on our short last thursday  ,decrease
bbg short 14.86 or wait for 14.79 break 02/04 low  ,decrease
hs over 48.20 at first for a small trade to second line  ,increase
vxx vxy may be in play spy qqq dia may pull back watch ng  gaz aap gd sv and some accumulation on gdx and ngt,increase
jcp aaaand there goes that sg &a increase . . . #oscas2013,decrease
omex - was on tv tonight show called silver ush - huge potential check this out -  ,increase
nkt - this gets to 9.60 will go thru 10.00 on the radar watch!!!!!,increase
"nis over 2,60 will run hard. ong  ",increase
iking the user email i just got about deck very useful cc user,increase
"aim looks interesting for a trade, will look to open 1/2 pos",increase
pre-market winners: si fas db tot htz asm ex tna e nkd,increase
pre-market osers: ddd dds deo dst pso vxx fxy gsk io ngg,decrease
ddd split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point imo nice to dip your toe : on vxx spy,increase
omex at 3.50 now and may b/out!!!,increase
"chk 6,600 weekly 20.50p bought vs. oi of 148",decrease
omex sold some 3.52 buying back 3.43,increase
ddd dipping in long here - oversold on split adn earnings confusion,increase
aap next resistance trendline and then 463.. go aapl go..   ,increase
"m back above ascending triangle resistance after breaking down last week, bear trap  ",increase
"gd sv p abx fcx ay ngt - gold ebounds per euro progress, attention to fed report  ",increase
user: ddd split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point imo nice to dip your toe,increase
bac i told last week for peoples that are not in the trade..next entry 11.65 on high volume imo !,increase
nfx anyone noticing the weak candles/support in the last hour?,decrease
ddd ... safe from italian b/s :) ,increase
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,decrease
ddd come on 40! i got some calls at 0.15 avg i would ove to have pay itm :),increase
so far it looks like wynn failed at 50ma,decrease
"ed daily triangle on dvax,....net profit  900.00 (3.78%)  ",decrease
"bought a little ftnt. after all these hacker attacks, i needed some cyber security in my portfolio",increase
"hig fast money crew is just not too bright, buy hig cause its down 1% on no news o! genius! tomorrow it might be down 3%...",decrease
"ed daily triangle on depo,.....scaling short position pdate  ",increase
vz making new highs again,increase
ddd needs to clear 35.80 and get up to 38 or else we're gonna get short term chop!,increase
pa 1.42 has pulled back quite a bit but due to shortages of pa and ppt this has a great long term outlook along with swc,increase
shorts on gmn sina ta working well. covering cve.to for a small loss here,decrease
aap apple's stock is 36% lower than its september high.  ,decrease
"covered ta short for a nice profit .  careful about tomorrow, bernanke and consumer sonfidence numbers.  pare down positions. spy",decrease
is this the last stance of spw before the pump and dump collapses to 11.63?,decrease
"user: ddd motley fool apologizes for wrong math, not accounting for stock split. guidance much higher than being reported by most.",increase
dg dollar general option trader buys 10k calls betting 1.85 million on up move by april  ,increase
still looking for nflx to drop back below 183.,decrease
news on apo  ?,decrease
"there's a reason why znga is one of, if not the largest, lobbyist for online gambling",increase
user: cash is now 33% of apple's market cap aap  ,increase
vz playing out nicely from last week's video.  spy,increase
goog update alert: almost 100% today! now harm in selling half and let the other half ride with a trail stop,decrease
bac next stop 10.50,decrease
"ed monthly triangle on kwk,....scaling down  ",increase
cvm announced that its taiwanese partner has added two additional clinical centers in phase iii cancer clinical trial for multikin,increase
axn becoming again interesting near multiple bottom. we made lot of  some days ago here  ,increase
anth cpx monitoring stricly,increase
aap it may be wise to hold off on buying #aap till they fix this second security bug.  they better patch it fast!,decrease
sps subtle (bullish) close.  1 year (weekly)     ,increase
"wmt next levels of resistance 71.70, 72.60, then nuthin' but air (note to self: fills gaps nicely)  ",increase
"xco looking good, user may be onto something here, big sellers of june 6 puts bit of a floor  ",increase
aap goog imo stock splits has wealth effect exbuy100 shares wmt in1970 worth 14+million receiving 300k+yearly sdiv ex ko gis mcd etc,increase
"bax holding t trendline, nice r/r from here  ",increase
market wrap video + additions to watch ist  including: avp eoc infi see swy tat,increase
everyday i have a great hangouts experience and business use case... goog,increase
"  pat one es, spy update  ",decrease
" es, s  pat two, update  ",decrease
" es spy, s part three final update..hedge and define risk ...  ",decrease
nvda nvidia shows off phoenix reference phone at mwc 2013  ,increase
watch for sgy to break its downward trend line to the upside for a potential move above 23.50  ,increase
"user: user really believe this open will be a fade sold bac 11.14> hard to say, should stay above 11.10 imo",increase
gd sv ngt abx fcx nem - goldman sachs cuts forecast for gold prices in 2013 and 2014,decrease
hd bullish after it?s results. ong if beats 67.24. stop loss 66.64  ,increase
user: hd bullish after it?s results. ong if beats 67.24. stop loss 66.64  ,increase
"swi still holding up well, yet to emerge from consolidation  ",increase
"jpm 4 of last 8 days saw distribution, may yet test 50dma, but little damage done longer-term  ",increase
would play it wait and see before adding more spw:  but adding more scty on dips:  ,increase
swy on watch list close to line with volume of 16% of full day average   ,increase
v might still get a flush to 152 but longer-term this is solid  ,increase
app eric beder at brean capital launches on app: an nsinkable brand: initiating coverage of app with a buy ating & 2 pt ,increase
aee quiet refuge in the recent storm  ,increase
doe looking pretty ugly,decrease
axti starting to look strong again. 3x avg volume. first upside target 3.6  ,increase
"aap i am still hoping for a big split  shareholders meeting, bring in the value investors chase away the hedgies",increase
user: apo : shot setup posted last week. would look to book gains if u played this one  study,decrease
aap new strategy.. i just purchased jan 2015's should be able to scalp the premium back .. over time,increase
"ms making the turn back up here, 23 calls are cheap!",increase
"short ideas,  digesting recent gains. bid cf apo mcp fcx nem intc cs iag aks aap & more.",decrease
short ideas digesting recent gains. bid cf apo mcp fcx nem intc cs aks aap further downside remains.  ,decrease
"ed daily & weekly triangle on depo,...cover short net profit  24,338.00 (3.31%)  ",increase
aap never imagined aapl in dumps for so long bby nok,decrease
pphm  ike i said jump off the ship my feet are wet...,decrease
"f, gm, slammed by consumer reports auto  tm, tops again",decrease
user: pphm damn. sorry folks. pharms are getting taking to the shed today.,decrease
user: pphm why the big drop,decrease
user: pphm next year right next year lol that's what they said for the last 15 years. ock them up put es in jail and be done with,decrease
user: cancer trial sabotage who's going to jail first. who worked with saboteurs a fbi will figure it out. pphm  dndn jail time soon,decrease
nbs a steal  this level.,increase
beaten down large cap technology stocks leading intra-day short squeeze. intc bid aap  ,decrease
long aap 439.5   ,increase
zcs  my pps is a dollar. there is no reason stopping this from going to 5 dollars or more. imho....,increase
"v been pounding the table on this one, outperforming spy, ma, needs follow thru to seal the deal  ",increase
hn trying to hold on to the bottom of this channel  ,increase
aap mo is to add it to the dow --- 4 for or 6 for 1 split  ,increase
"aap don't know if it is the tail that wagged the dog (3m shares!) but the whole mrkt up & holding  (except fb, bby)",increase
aap that little pop is just a taste of what the hedge funds will do when they all pile back in.  bewae shorts. coming soon.,increase
aap what is the value in 450 share? other than keeping it a plaything of the ultra rich (and those of us who like to play in their pool?),increase
"cvx  i think there's a good point to enter one second trade as sell. since has testing one broken support, now resistance.",decrease
xco 6.52 has technical support 6 min downside with nice upside and largest shareholder wilbur oss ng prices down caution if oss sells,increase
aap are rumours news? #idontthinkso we know there are not many sellers below 437,increase
"sii sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",increase
aap ok all the bears out of the pool!,increase
aw eod trade catch the shorts long here 2.18+,increase
amn by ay fcx abx goo and gdx gdxj gdx gggg gt are near lows with nice entry points on gd sv exposure some pay sdiv,increase
user: znga 3 reports that nj has signed the online gaming bill...    ,increase
svm has come down approx50% sv prices may swing straddle options h svc si miners to gain exposure of the sv dsv to hdge,increase
znga zynga closes timonium video game studio in broader consolidation feb 26 at 17:38 - ticking up in the post =  ong: znga,increase
pzza sold off big on high volume  the close.then they announce a restatement.market rigged??nahhh!  ,decrease
"mon si declining, downward trend, 98 support weakening, 8 & 20 dma curling down. 96 is next.  ",decrease
avy over 92.66  ,increase
ev over  40.72  ,increase
exh  over 24.90  ,increase
stz over 45.00  ,increase
aap don't be surprise if #apple go much lower #done and i mean much lower and done,decrease
nfx   175.39 sell short,decrease
aap apple support further below by user below  ,decrease
nis time to run higher. breaked the descending line  ,increase
trade ideas  tif psn o f-short  ,increase
apa perfected demark sequential 9 buy today..started a long yesterday.  ,increase
gmc watching 30 o flag   ,increase
hban huntington bank aunches spartans debit card for michigan state niversity fans. ong if beats 6.92. stop loss 6.86.,increase
transports moving pretty strongly this morning jbht ks np agt,increase
bac home sales out vey good !!!! :)  ,increase
aap i would prefer if it hit the bottom early then started the long climb up...,increase
aap (65mins) evening star reversal with potential downtrend resistance   ,decrease
"overall market up,  aap going down.. goog is about to pop 800 again",increase
"southern comfort is tasty! oops, i mean scco and jjc   ",increase
"user iswing i like an, fs here.. different sectors but looking good",increase
nkd just delivered the knockout punch to the shorts still fighting this beast  ,increase
ddd let's see if we can break through 36.50 and hold today - former resistance level,increase
"aap innovation is dead? what about the best selling computer, ipad mini, released on 10/23/2012.  iwatch? itv?",increase
bought some c today.,increase
"aap has only historically released a significant new product every 2-3 yrs. ipod 11/10/01, iphone 6/29/07, ipad 4/3/10, ipad mini 10/23/12",increase
cat being a major thorn in my side today. me being short that is.,decrease
user: tjx stop loss in 43.91 after beating 44.27,increase
x nited states steel corp. option traders bet 670k on a 4.5% up move by may expiration  ,increase
v is looking better for a swing trade long as it bases at highs  ,increase
cf 30 min o triggered earlier.   ,increase
"aap in some 480 calls into timmy cooks investor meeting, for .42...",increase
pcn further bookings acceleration could drive multiple expansion going forward  ,increase
user znga wanna see the 10 day ema cross the 200 sma for confirmation & entry for a trade,increase
equity alpha: qcom long watch. new chips and internet everywhere appealing. b/o  65.70 tgt 67.50   ,increase
watching cme today for possible breakout,increase
vbd may be about move back up  ,increase
"spw first solar showing signs of fatigue.  sunpower yes, first solar no.  ",increase
fio reversal,increase
i like h here.,increase
tjx stop loss in 44.04 after beating 44.43,increase
aap massive volume there,increase
ea is breaking out.  ,increase
aap this right here is why i hate stops,decrease
tso - i see this one mentioned on the matrix a lot today. i see why. nice flag and 20 ema bounce  ,increase
"user: new jersey, nevada egalize online gambling, good news for zynga  znga",increase
txn from watch list back up to line on volume of 45% of full day  average  ,increase
gevo gevo: an ndervalued spec play with arge short interest and trading below cash value  ,increase
